person_id,incident_id,role
person_312,crime_345,witness
person_313,crime_169,victim suspect
person_313,crime_346,victim
person_314,crime_343,victim
person_315,crime_347,suspect
person_315,crime_348,witness
person_316,crime_71,victim
person_317,crime_217,witness
person_318,crime_293,victim
person_319,crime_82,suspect
person_320,crime_11,victim
person_321,crime_301,victim
person_322,crime_332,suspect
person_323,crime_349,suspect
person_324,crime_300,suspect
person_325,crime_350,suspect
person_326,crime_67,suspect
person_326,crime_65,suspect
person_327,crime_269,victim
person_328,crime_69,victim
person_329,crime_248,suspect
person_330,crime_136,witness
person_331,crime_258,suspect
person_331,crime_39,witness
person_332,crime_39,witness
person_333,crime_351,victim
person_333,crime_352,witness
person_333,crime_117,suspect
person_333,crime_353,witness
person_334,crime_241,victim suspect
person_334,crime_322,witness
person_335,crime_40,victim
person_335,crime_151,suspect
person_336,crime_40,victim
person_336,crime_354,victim
person_336,crime_322,victim
person_336,crime_355,victim
person_336,crime_356,victim
person_336,crime_357,victim
person_336,crime_46,witness
person_336,crime_358,suspect
person_336,crime_4,victim
person_337,crime_67,victim
person_338,crime_14,witness
person_338,crime_25,suspect
person_339,crime_161,suspect
person_340,crime_161,suspect
person_341,crime_359,suspect
person_342,crime_360,victim
person_343,crime_300,suspect
person_343,crime_111,suspect
person_343,crime_361,suspect
person_343,crime_39,witness
person_344,crime_362,victim
person_344,crime_363,suspect
person_344,crime_315,victim
person_344,crime_364,victim
person_344,crime_365,victim
person_345,crime_366,victim
person_345,crime_367,victim
person_345,crime_340,suspect
person_345,crime_368,suspect
person_346,crime_95,suspect
person_347,crime_52,victim
person_348,crime_68,witness
person_349,crime_290,suspect
person_350,crime_369,witness
person_351,crime_370,victim
person_351,crime_129,victim
person_351,crime_321,victim
person_351,crime_371,victim
person_352,crime_372,victim
person_352,crime_302,victim
person_352,crime_373,suspect
person_353,crime_374,suspect
person_354,crime_375,victim
person_354,crime_376,suspect
person_355,crime_162,suspect
person_356,crime_79,victim
person_356,crime_187,witness
person_356,crime_377,suspect
person_356,crime_14,suspect
person_356,crime_80,suspect
person_356,crime_23,suspect
person_356,crime_378,suspect
person_356,crime_379,suspect
person_356,crime_162,suspect
person_356,crime_380,suspect
person_356,crime_206,suspect
person_357,crime_266,victim
person_357,crime_381,victim
person_358,crime_217,witness
person_359,crime_279,suspect
person_360,crime_24,witness
person_361,crime_14,suspect
person_361,crime_19,suspect
person_362,crime_220,suspect
person_362,crime_115,witness
person_362,crime_319,victim
person_363,crime_61,victim
person_363,crime_382,suspect
person_363,crime_109,suspect
person_364,crime_152,victim
person_365,crime_43,suspect
person_365,crime_383,suspect
person_366,crime_36,suspect
person_367,crime_251,victim
person_368,crime_87,victim
person_369,crime_211,suspect
person_370,crime_384,suspect
person_370,crime_211,suspect
person_370,crime_385,victim
person_371,crime_386,suspect
person_371,crime_387,suspect
person_372,crime_301,victim
person_373,crime_388,suspect
person_374,crime_33,suspect
person_375,crime_282,victim
person_376,crime_60,witness
person_377,crime_88,witness
person_378,crime_263,victim
person_379,crime_389,victim
person_380,crime_390,victim
person_381,crime_391,victim
person_381,crime_86,victim
person_381,crime_158,victim
person_381,crime_392,victim
person_381,crime_393,victim
person_381,crime_394,suspect
person_382,crime_391,suspect
person_383,crime_392,suspect
person_384,crime_83,victim
person_384,crime_154,victim
person_384,crime_343,suspect
person_384,crime_269,suspect
person_384,crime_262,witness
person_384,crime_353,witness
person_385,crime_372,suspect
person_386,crime_161,suspect
person_387,crime_236,suspect
person_388,crime_395,victim
person_389,crime_181,witness
person_390,crime_396,suspect
person_391,crime_206,witness
person_392,crime_277,victim
person_392,crime_397,victim
person_392,crime_398,victim
person_393,crime_397,victim
person_394,crime_399,victim
person_395,crime_400,victim
person_396,crime_401,suspect
person_396,crime_93,suspect
person_396,crime_402,suspect
person_396,crime_188,suspect
person_396,crime_110,witness
person_397,crime_153,victim
person_397,crime_403,suspect
person_397,crime_188,suspect
person_397,crime_332,suspect
person_398,crime_138,victim
person_398,crime_304,suspect
person_399,crime_232,victim
person_400,crime_46,witness
person_400,crime_404,victim
person_401,crime_24,witness
person_402,crime_405,suspect
person_403,crime_406,suspect
person_404,crime_407,victim
person_404,crime_408,victim
person_404,crime_189,suspect
person_404,crime_55,victim
person_404,crime_169,suspect
person_404,crime_51,victim
person_404,crime_409,victim
person_404,crime_73,victim
person_404,crime_405,suspect
person_404,crime_406,suspect
person_405,crime_410,victim
person_405,crime_55,victim
person_405,crime_169,suspect
person_405,crime_411,victim
person_406,crime_318,victim suspect
person_406,crime_189,suspect
person_406,crime_120,victim
person_407,crime_51,victim
person_408,crime_153,victim
person_409,crime_95,suspect
person_410,crime_412,victim
person_410,crime_369,victim
person_410,crime_274,victim
person_410,crime_413,suspect
person_411,crime_414,victim
person_411,crime_415,victim
person_411,crime_416,suspect
person_412,crime_104,suspect
person_412,crime_106,suspect
person_413,crime_95,suspect
person_413,crime_218,suspect
person_413,crime_417,suspect
person_413,crime_418,suspect
person_413,crime_383,suspect
person_413,crime_419,suspect
person_414,crime_420,victim
person_414,crime_388,victim
person_414,crime_339,victim
person_414,crime_421,victim
person_414,crime_349,victim
person_414,crime_320,victim
person_414,crime_422,victim
person_415,crime_407,suspect
person_415,crime_408,suspect
person_416,crime_290,suspect
person_417,crime_61,victim
person_418,crime_79,witness
person_418,crime_187,suspect
person_419,crime_44,witness
person_420,crime_423,victim
person_420,crime_424,suspect
person_421,crime_425,witness
person_422,crime_425,witness
person_423,crime_425,witness
person_424,crime_81,suspect
person_424,crime_47,witness
person_425,crime_43,suspect
person_425,crime_95,suspect
person_425,crime_426,victim
person_425,crime_427,suspect
person_425,crime_428,suspect
person_425,crime_429,suspect
person_425,crime_218,suspect
person_425,crime_59,suspect
person_425,crime_430,suspect
person_425,crime_417,suspect
person_425,crime_96,suspect
person_425,crime_235,suspect
person_425,crime_431,victim
person_425,crime_110,witness
person_425,crime_419,suspect
person_425,crime_432,suspect
person_425,crime_317,suspect
person_425,crime_94,suspect
person_426,crime_398,suspect
person_427,crime_294,victim
person_428,crime_433,suspect
person_429,crime_434,suspect
person_430,crime_435,suspect
person_431,crime_257,victim
person_432,crime_33,witness
person_433,crime_80,suspect
person_434,crime_436,victim suspect
person_435,crime_437,victim
person_435,crime_39,victim
person_436,crime_161,suspect
person_437,crime_405,witness
person_437,crime_406,suspect
person_438,crime_87,victim
person_439,crime_263,victim
person_439,crime_14,witness
person_439,crime_432,suspect
person_440,crime_181,victim
person_441,crime_433,victim
person_441,crime_185,victim
person_442,crime_438,victim
person_443,crime_225,witness
person_444,crime_78,suspect
person_445,crime_78,suspect
person_446,crime_78,suspect
person_447,crime_94,suspect
person_448,crime_241,victim suspect
person_449,crime_95,suspect
person_449,crime_21,victim
person_450,crime_439,victim suspect
person_451,crime_114,suspect
person_452,crime_440,victim
person_452,crime_117,victim
person_452,crime_441,victim
person_453,crime_442,suspect
person_454,crime_442,suspect
person_454,crime_390,victim suspect
person_455,crime_442,suspect
person_456,crime_67,victim
person_457,crime_181,suspect
person_458,crime_443,suspect
person_459,crime_77,suspect
person_460,crime_413,suspect
person_461,crime_388,suspect
person_462,crime_62,victim
person_463,crime_62,victim
person_464,crime_62,victim
person_465,crime_251,witness
person_466,crime_54,victim suspect
person_466,crime_309,victim
person_466,crime_242,victim
person_467,crime_29,suspect
person_468,crime_112,suspect
person_469,crime_262,witness
person_470,crime_249,suspect
person_470,crime_44,victim
person_471,crime_22,suspect
person_472,crime_189,suspect
person_472,crime_444,victim
person_472,crime_445,victim
person_473,crime_153,victim
person_474,crime_446,suspect
person_474,crime_447,suspect
person_474,crime_389,victim
person_474,crime_448,suspect
person_474,crime_449,suspect
person_474,crime_450,victim
person_474,crime_219,suspect
person_474,crime_451,suspect
person_474,crime_117,suspect
person_475,crime_14,suspect
person_476,crime_410,suspect
person_476,crime_405,suspect
person_477,crime_153,victim
person_478,crime_243,suspect
person_479,crime_161,suspect
person_480,crime_30,suspect
person_481,crime_388,suspect
person_481,crime_262,victim
person_482,crime_435,victim
person_483,crime_339,suspect
person_484,crime_153,victim
person_485,crime_452,suspect
person_486,crime_29,suspect
person_487,crime_153,victim
person_488,crime_447,suspect
person_489,crime_190,witness
person_490,crime_453,victim
person_490,crime_432,victim
person_491,crime_451,victim
person_492,crime_451,suspect
person_493,crime_50,victim
person_494,crime_212,suspect
person_495,crime_13,suspect
person_496,crime_112,suspect
person_497,crime_454,suspect
person_497,crime_455,suspect
person_497,crime_28,victim
person_497,crime_456,suspect
person_497,crime_43,suspect
person_497,crime_95,suspect
person_497,crime_383,suspect
person_497,crime_210,suspect
person_497,crime_287,suspect
person_498,crime_14,witness
person_499,crime_19,victim
person_500,crime_457,victim
person_501,crime_458,victim
person_502,crime_459,victim
person_502,crime_460,suspect
person_502,crime_461,victim
person_502,crime_458,suspect
person_502,crime_457,suspect
person_503,crime_344,victim
person_504,crime_115,victim
person_505,crime_116,suspect
person_506,crime_86,witness
person_507,crime_356,victim
person_508,crime_382,victim
person_509,crime_361,victim
person_510,crime_445,suspect
person_511,crime_90,victim
person_511,crime_172,victim
person_512,crime_462,victim
person_512,crime_463,victim
person_512,crime_221,victim
person_513,crime_464,suspect
person_513,crime_465,suspect
person_514,crime_384,victim
person_514,crime_466,victim
person_514,crime_467,victim
person_514,crime_468,victim
person_514,crime_469,suspect
person_514,crime_45,victim
person_514,crime_46,witness
person_514,crime_48,victim
person_514,crime_49,victim
person_514,crime_470,suspect
person_514,crime_320,suspect
person_515,crime_471,victim
person_515,crime_472,suspect
person_515,crime_125,suspect
person_515,crime_299,suspect
person_516,crime_435,suspect
person_517,crime_97,victim
person_518,crime_371,victim
person_519,crime_361,witness
person_520,crime_36,suspect
person_521,crime_473,suspect
person_522,crime_155,victim
person_523,crime_72,witness
person_524,crime_295,victim
person_524,crime_469,victim
person_525,crime_61,suspect
person_526,crime_206,witness
person_527,crime_61,suspect
person_528,crime_26,suspect
person_529,crime_370,victim
person_530,crime_442,witness
person_531,crime_474,victim suspect
person_531,crime_194,suspect
person_531,crime_195,suspect
person_531,crime_401,victim
person_531,crime_475,suspect
person_531,crime_402,victim
person_531,crime_196,suspect
person_531,crime_110,witness
person_531,crime_197,suspect
person_531,crime_476,victim
person_532,crime_477,victim
person_532,crime_478,suspect
person_533,crime_198,victim suspect
person_533,crime_461,suspect
person_533,crime_196,suspect
person_533,crime_479,victim
person_533,crime_360,suspect
person_533,crime_110,suspect
person_534,crime_480,victim
person_535,crime_481,witness
person_536,crime_204,suspect
person_536,crime_482,victim
person_536,crime_53,suspect
person_536,crime_208,victim
person_536,crime_47,victim
person_537,crime_214,suspect
person_538,crime_297,victim
person_539,crime_80,suspect
person_540,crime_483,suspect
person_541,crime_214,victim
person_542,crime_78,suspect
person_543,crime_484,suspect
person_543,crime_284,victim
person_543,crime_485,victim
person_544,crime_36,suspect
person_545,crime_36,suspect
person_546,crime_212,suspect
person_547,crime_296,witness
person_548,crime_486,victim
person_549,crime_487,victim
person_549,crime_31,victim
person_549,crime_52,suspect
person_549,crime_486,victim
person_549,crime_121,suspect
person_549,crime_436,victim
person_549,crime_60,suspect
person_550,crime_91,victim
person_551,crime_452,suspect
person_552,crime_245,victim
person_553,crime_219,suspect
person_554,crime_202,suspect
person_555,crime_393,suspect
person_556,crime_42,victim
person_557,crime_29,victim
person_558,crime_370,victim
person_559,crime_290,victim
person_560,crime_318,victim suspect
person_561,crime_488,victim
person_561,crime_489,victim
person_562,crime_153,victim
person_563,crime_14,witness
person_563,crime_480,suspect
person_564,crime_480,suspect
person_565,crime_272,victim
person_566,crime_43,suspect
person_567,crime_490,victim
person_567,crime_82,suspect
person_567,crime_395,suspect
person_568,crime_35,victim
person_568,crime_37,victim
person_569,crime_50,victim
person_570,crime_41,suspect
person_571,crime_67,victim
person_572,crime_460,victim
person_572,crime_461,witness
person_572,crime_479,suspect
person_572,crime_491,suspect
person_572,crime_492,victim
person_572,crime_360,victim
person_572,crime_110,victim
person_573,crime_441,suspect
person_574,crime_459,suspect
person_575,crime_438,victim
person_576,crime_206,witness
person_577,crime_191,suspect
person_577,crime_259,victim
person_577,crime_443,victim
person_577,crime_467,witness
person_577,crime_438,victim
person_578,crime_23,victim
person_579,crime_242,suspect
person_580,crime_60,witness
person_581,crime_493,suspect
person_582,crime_35,witness
person_583,crime_494,victim
person_584,crime_425,victim
person_584,crime_119,suspect
person_584,crime_374,suspect
person_585,crime_246,victim
person_586,crime_379,witness
person_587,crime_26,victim
person_588,crime_227,suspect
person_589,crime_187,witness
person_590,crime_187,witness
person_591,crime_176,victim
person_592,crime_495,suspect
person_592,crime_252,suspect
person_592,crime_253,suspect
person_592,crime_496,suspect
person_592,crime_497,suspect
person_592,crime_351,victim
person_592,crime_352,victim
person_592,crime_498,suspect
person_592,crime_353,suspect
person_593,crime_166,suspect
person_594,crime_344,victim
person_595,crime_28,witness
person_596,crime_499,victim
person_597,crime_238,suspect
person_598,crime_216,witness
person_599,crime_435,suspect
person_600,crime_500,victim
person_600,crime_307,victim
person_600,crime_244,suspect
person_600,crime_501,suspect
person_601,crime_438,victim
person_602,crime_173,witness
person_603,crime_19,victim
person_604,crime_114,suspect
person_605,crime_437,suspect
person_606,crime_43,suspect
person_607,crime_56,suspect
person_608,crime_13,victim
person_609,crime_122,suspect
person_610,crime_189,suspect
person_611,crime_296,suspect
person_612,crime_293,victim
person_613,crime_59,suspect
person_613,crime_480,suspect
person_613,crime_419,suspect
person_614,crime_97,victim
person_615,crime_294,victim
person_616,crime_152,victim
person_617,crime_290,victim
person_618,crime_262,witness
person_619,crime_257,witness
person_620,crime_19,suspect
person_621,crime_136,victim
person_622,crime_502,witness
person_623,crime_290,victim
person_624,crime_503,suspect
person_625,crime_138,victim
person_626,crime_236,suspect
